regimen_rampa,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
rampa suave (<0.1),408158,39.62343910421143,23.693419170412103,24.35830247331102,0.9806958830204479,-0.6723394297473297
rampa moderada (0.1-0.25),112163,90.16732266857872,101.93266081488122,69.77216593264772,0.8739030485653552,0.11542265307553778
rampa fuerte (>0.25),73305,162.90352851906238,203.61999504841484,121.18604582331287,0.44269591390350516,0.19996300716769633
