nodo_id,n,RMSE_modelo,RMSE_persistence,R2_modelo,skill
1409,4125,73.67629871862884,81.77028994951085,0.9352961217539589,0.09898449957655342
1410,4123,77.58454984921613,85.67296445465084,0.9288071036838015,0.09441035053381552
1411,4124,81.19438050169212,89.9918602319399,0.9209195546906682,0.09775861625233273
1412,4123,83.62675521930284,91.42184763844838,0.9157391262359639,0.08526509385342196
1413,4125,80.84739985797285,88.80284493020687,0.9225955853719019,0.08958547531316685
1414,4123,80.06776632006859,89.38153660480626,0.9248716218402431,0.10420239613822935
1415,4124,79.12452211931463,88.53454063687929,0.9273494471507755,0.10628641036450903
1463,4125,73.75427527595073,81.99821502609694,0.9365622588515421,0.10053803912100379
1464,4124,75.11507920376292,84.54191132612375,0.9319293768885403,0.11150483794950483
1465,4122,81.36781319920175,91.28077872207122,0.9212516332251843,0.10859860818072276
1466,4123,81.40116402678295,91.25114944116699,0.9190733164670057,0.10794368591197512
1467,4123,79.97633040204802,89.7289350609175,0.9210986848647195,0.10868962896136425
1468,4124,77.57997648395138,86.94036193917844,0.9285354657287628,0.10766444084711058
1469,4122,78.61687887660804,88.87511628131263,0.9280850749129431,0.1154230546628443
1470,4124,76.78534149378105,86.31618095313223,0.9318679461856023,0.1104177612367514
1471,4124,76.86985412936293,87.75396138965344,0.931699554720875,0.12402981116672174
1517,4126,71.89620447959886,81.74735274009238,0.9401921780106206,0.12050724494790999
1518,4125,72.34242952051137,82.02388786722403,0.938657694033251,0.11803218060553888
1519,4124,74.79813361166639,84.17628961533534,0.9324258370394516,0.11141089784932057
1520,4122,78.05601668539502,87.64157852115052,0.9267921710110325,0.10937230932510211
1521,4123,81.19730991705279,88.34771412800623,0.9203284688906203,0.08093479589741603
1522,4124,80.35869139106629,90.12189972715173,0.9240053210159334,0.10833336143206052
1523,4124,78.25990746810923,87.63529823704758,0.9282239646171314,0.10698190064440183
1524,4124,77.14132971267709,86.42101627088047,0.9300966163912703,0.10737766065047039
1525,4124,73.56879073860661,82.12235281542993,0.9377465000459837,0.10415632021707255
1526,4123,75.1427238120057,85.9171562254343,0.9348403786957447,0.12540490033396856
1527,4124,75.21685561386012,86.13654353418842,0.9342689747855759,0.1267718377391609
1570,4124,74.85509088782611,83.62291482748041,0.9357004346863728,0.10484953744727632
1571,4125,72.2720778655966,81.5780515633728,0.939732876281034,0.11407447860589037
1572,4125,71.35091472768654,80.44568499854557,0.9406901708204009,0.11305479306967747
1573,4125,73.30782337563016,82.51354308993687,0.9363670789913185,0.11156616683242893
1574,4122,76.59516176267577,85.8852199209127,0.9309735268855497,0.10816829911819137
1575,4123,79.79509768312025,90.07658134950024,0.924377939136101,0.11414158388724238
1576,4124,75.48986624237645,83.7827925640833,0.9338967625542597,0.09898125937212943
1577,4124,76.06505032775141,84.39098266723983,0.9328031718145288,0.09865902820824135
1578,4125,75.66187410330329,84.12230169826596,0.9336914432116503,0.10057294467891464
1579,4124,72.90916526639238,80.59198706366213,0.9385988409940796,0.09532984701321301
1580,4123,71.62512028678185,80.47023877539011,0.9407186838705287,0.10991788545945425
1581,4124,72.4641315721775,82.23806488164931,0.9391457269456647,0.1188492618781547
1582,4124,73.45585553268212,82.62939584357146,0.9366395866687319,0.11102029994574913
1624,4123,77.49382931595281,86.45447141533307,0.9315293570420857,0.10364579127819473
1625,4124,74.24757918941616,84.5150527379882,0.936515847722118,0.12148692115714643
1626,4124,74.38847258729676,83.69449493496643,0.9360852961288334,0.11119037584133551
1627,4124,76.02382895897006,85.50763710245836,0.9327330181616024,0.1109118257135846
1628,4124,80.43337898686329,90.09959478216942,0.9224667082458569,0.10728367667663541
1629,4123,80.38042542082493,89.4303287796137,0.9239576779245813,0.1011950138424601
1630,4123,75.96011005569703,84.76818028163689,0.9325215436144915,0.10390774222916666
1631,4123,74.55523386219939,82.7429473798044,0.935278197980585,0.09895361208275555
1632,4125,72.53626683378735,80.51282650574562,0.9393424536263583,0.09907191211811495
1633,4124,70.83548148855917,78.220080800873,0.9421950943504086,0.09440797346033192
1634,4124,71.16570233087621,79.78442551304356,0.9414619987634852,0.10802513306006456
1635,4124,71.45082082548103,80.72428822577336,0.9410303818369954,0.11487828018199275
1636,4124,73.19351066092234,81.98436692057615,0.9379865275879539,0.10722600649182434
1677,4124,75.81677591946824,84.89017523771518,0.9336514903794003,0.10688397441563757
1678,4123,77.1249278388271,88.52153879202925,0.9318227059604213,0.12874393180146937
1679,4122,76.87900725013795,85.95887020263099,0.9324311512964794,0.10563031983888416
1680,4125,79.12640305921691,90.16527386798425,0.9250812898377957,0.12242929384243806
1681,4125,79.09961216829895,88.55267372554414,0.9268130097634019,0.10675071863491725
1682,4123,75.12885039139411,83.31799072453263,0.9353905158282537,0.09828777988914306
1683,4123,74.89031127869802,83.22298125495634,0.9351445633491421,0.10012462724365656
1684,4122,73.0297460742939,81.59067771390608,0.938126799278091,0.10492536499856864
1685,4124,73.06692308912713,81.40590875673509,0.9379936602074158,0.10243710554877916
1686,4124,71.34919183330962,79.84392675235947,0.9408316661897742,0.10639174780815519
1687,4124,70.7167388733612,79.95872708405375,0.9420534424369442,0.11558448399231325
1688,4122,71.93425518796121,81.62743722957956,0.940352165251505,0.1187490673553303
1689,4124,73.15665869743631,83.14175790936194,0.9379303927502536,0.12009728279754461
1730,4123,76.63630820920065,89.27860672840117,0.9308909970218808,0.14160501583162333
1731,4123,79.38951781905155,90.97981914504783,0.9263034935636079,0.127394200548124
1732,4122,80.54417043763361,90.69754792340476,0.9257397366350111,0.11194765148828278
1733,4125,85.7736662983888,95.5286120811004,0.9117519177139343,0.10211543505342668
1734,4124,79.24650671685698,88.68994107310985,0.9260793227096011,0.10647694926833196
1735,4123,78.20290154951316,87.320598170803,0.9296106348626471,0.10441633259835459
1736,4123,74.66732064896252,84.87255937778005,0.9351621260607679,0.12024191097375225
1737,4125,73.05660418802292,81.29890131839188,0.9375921771481995,0.10138263859298124
1738,4124,72.00374512945984,80.51027793019176,0.9394443133012086,0.10565772494423253
1739,4124,71.53346485957854,80.87549407142325,0.9405729309254086,0.11551124749351782
1740,4123,71.19109198942267,80.34885486196882,0.9411282443776802,0.11397502662954251
1741,4122,71.73691452246882,80.75429190758634,0.9403306410942249,0.11166437315104971
1742,4124,73.7498544355076,82.06407223794302,0.9370437998319148,0.10131373664139554
1782,4123,79.3803065650614,90.53921531275925,0.9259619470345697,0.12324945283820321
1783,4123,78.61284645954437,88.1741132385915,0.9286085151749098,0.10843621135349746
1784,4121,87.09046202620561,97.27145012392556,0.908288762846155,0.1046657378372502
1785,4125,87.11863724739686,95.40898455557542,0.9061192488433436,0.08689273181971091
1786,4124,79.54928241881069,89.55109119601778,0.9257153025849684,0.11168829596184593
1787,4123,77.24079618303625,86.12037724818848,0.9320957177634924,0.10310662062664155
1788,4123,74.3443968578088,83.83404904587144,0.935846173726353,0.11319567999000246
1789,4122,73.62856760087293,83.2651241461639,0.9370891735983822,0.11573340752335792
1790,4124,72.29611141763444,81.40586304558256,0.9395457704509248,0.1119053503903914
1791,4124,70.35224740141149,79.25217802523731,0.9426276117002228,0.11229887740109434
1792,4123,71.32384110015866,80.40990337194354,0.9407842216530654,0.11299680624855934
1793,4122,71.52423295877293,80.99857637193277,0.9405115111403027,0.1169692584429527
1794,4123,73.13346757663223,81.98402020001929,0.9378937374325738,0.10795460629759379
1828,4123,81.7792099270807,93.04258217179455,0.9236263953117058,0.12105610121521637
1829,4123,80.35942937984905,89.5613153741576,0.926489560599319,0.10274397998584672
1830,4122,86.07865740091894,96.665405505675,0.9089961825156574,0.10951951268786153
1831,4123,81.59273457279757,92.89738477370224,0.9197654898257275,0.12168964958962802
1832,4124,80.61922720530511,89.90181608055103,0.9235885193943622,0.10325251791275081
1833,4123,77.29658037803839,86.43466337031691,0.9311247925838438,0.10572243398609327
1834,4122,75.33455013581735,85.74615672011508,0.9343968928178267,0.1214235947423552
1835,4122,74.47262521598198,84.5489094833287,0.9363231787454039,0.11917698677513466
1836,4124,71.82897742646502,81.69285989729805,0.940688845523591,0.12074350785654497
1837,4125,71.56921719682175,81.45607500537643,0.9411209117775762,0.12137655549818849
1838,4123,72.5459358310164,82.15895112035803,0.9392603480026581,0.11700508779936991
1839,4121,73.09617326335457,83.24212644811786,0.9383459288930743,0.12188483905546232
1840,4122,75.56411267469392,83.74075707439195,0.9338347231210061,0.09764235105295538
1872,4123,87.88781742790536,97.85450870808339,0.9114188931749622,0.10185214163110623
1873,4123,84.23883092238871,95.1340993349629,0.9138059496982657,0.11452537511510386
1874,4122,93.48601003623168,101.80497476666628,0.891582519395828,0.0817147172768462
1875,4124,80.54931363930903,90.5793722856963,0.9227248488793993,0.11073226048367246
1876,4124,77.14690157373933,86.49228154401287,0.9319907334538778,0.10804871606396471
1877,4124,77.21305377694517,87.78010884640669,0.9313864155436137,0.12038097478269516
1878,4122,76.77985216605077,87.81353565637002,0.9322040110486858,0.12564900624769304
1879,4123,75.91230390944085,86.63451004929013,0.9339288260927934,0.12376368416868688
1880,4124,74.48726794170152,85.6153199563342,0.9363021455604464,0.1299773454132771
1881,4125,72.60243698092226,83.05352242186845,0.939437321685097,0.12583554720123902
1882,4122,71.69186165885458,81.99548882835953,0.9407180922715834,0.12566090301715804
1883,4124,73.03016313071132,83.49813092200294,0.9385757312220215,0.12536768997943126
1917,4122,91.34611094786622,97.68828370557384,0.8937394296169852,0.06492255280912207
1918,4123,88.65136897779412,96.1949385444894,0.9026909928728466,0.07841961002144038
1919,4124,82.43204305466138,91.31614631905316,0.9210742103970766,0.09728951146658393
1920,4124,80.13849665147796,89.41653075435681,0.9262600165064045,0.10376195569885471
1921,4123,78.3887007927536,89.27479831632458,0.929684230033653,0.12193920041128081
1922,4123,77.00054236928064,88.39155026939412,0.9323778370575528,0.1288698734822129
1923,4122,76.21270378668235,87.68408653942252,0.93381444020438,0.1308262788092417
1924,4124,74.24585580372147,85.99651892346537,0.9369695823894335,0.13664114858185927
1925,4123,73.63073646827725,83.43052561570423,0.9376986446848896,0.11746047474957233
1926,4124,73.09787894114474,84.04176048987695,0.9385436652125468,0.13021956566521986
1927,4124,73.50018100406237,80.76022285702761,0.9371284936210711,0.08989625828321357
1961,4123,86.17204097107927,95.10082457471452,0.9112417749141476,0.09388755190677123
1962,4124,80.64416593824289,90.23730548623884,0.9243691783833752,0.10631012856937416
1963,4124,78.04071580545241,88.75784920286787,0.9303248661365748,0.12074575368449991
1964,4122,78.7501920389154,90.73239839668994,0.9295967006033228,0.13206094591908935
1965,4123,77.70265160755436,89.47531069936247,0.9314798408265036,0.1315743862724803
1966,4123,76.07148054519438,87.5297577287956,0.9342354141212026,0.13090721922370496
1967,4123,74.9353908166724,86.38482434782479,0.9359658262400712,0.13253987164518322
1968,4122,74.78593135985858,84.81450139629153,0.9357877977393998,0.11824121902898377
1969,4124,73.62812175174523,84.01616464766344,0.9373103512307763,0.12364338385931206
2006,4123,80.14918589566555,89.39333579732273,0.9260925286285284,0.10340983272641269
2007,4124,78.95312281228507,89.3356802170215,0.9285812000166146,0.11621960430047973
2008,4121,77.62725673540385,88.39793403904461,0.9315266684366789,0.12184308853737968
2009,4123,76.54052063558406,87.72205166407767,0.9334762496336612,0.12746545271549392
2010,4123,76.72807459238335,87.66858480375055,0.9329605074650708,0.12479396394795172
2011,4121,76.93929163360585,87.74655067472729,0.9322898281383268,0.12316448860974016
2012,4122,75.59621639240547,84.83866510541684,0.9344590262386206,0.1089414679206363
