regimen_rampa,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
rampa suave (<0.1),408158,39.81649670608224,23.693419170412103,24.33390623829014,0.9805073135429103,-0.6804875826366308
rampa moderada (0.1-0.25),112163,89.02548577944756,101.93266081488122,68.48673438542933,0.8770764928940467,0.12662452772496768
rampa fuerte (>0.25),73305,159.47180139509956,203.61999504841484,117.98378421227153,0.465928940607234,0.21681659329585057
