segmento,n,RMSE_persistence,RMSE_xgb,MAE_xgb,MBE_xgb,R2_persistence,R2_xgb,skill,split
global,4112,84.62523670617138,77.27077266894175,42.05386798715777,3.1444874742151696,0.9214757528330444,0.9345311822438523,0.08690627433947606,val
limpio_ff0,3712,86.67878784242468,79.03016207399571,42.73705267495122,2.3418141624023177,0.9120119461130566,0.9268551424144178,0.08824103288492657,val
rellenado_ff_pos,400,62.42513659155995,58.4707281737639,35.713914084434506,10.59329580783844,0.8899392702538621,0.9034415267392192,0.06334641193769841,val
global,4123,84.87255937778005,79.78337123780817,46.5152089421737,1.3753229877250794,0.9162273549125018,0.9259726168119934,0.05996270381477675,test
limpio_ff0,3734,86.48215700045654,81.51123263238766,47.80995930945995,1.4773333201640804,0.9060545881882622,0.9165440183756415,0.05747919039580196,test
rellenado_ff_pos,389,67.49695077018376,60.74704599794219,34.08693677907125,0.39612869125405437,0.8865413914968807,0.9080991615861261,0.10000310673624224,test
