regimen_nubosidad,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
cubierto (kt<0.3),286,141.99398884241953,135.64238066924193,98.41613412070107,-3.6286841971698287,-0.04682613311444106
parcial (0.3-0.7),708,121.09507659915859,127.54050618750331,82.80561353661919,0.47995733961564524,0.05053633375791211
despejado (kt>=0.7),3129,57.40460103065782,64.2596944145152,29.112612623420148,0.9561043795674129,0.1066779642560659
