regimen_rampa,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
rampa suave (<0.1),2818,32.33301974184109,23.28554089561493,18.159788478258402,0.9870604296179541,-0.3885449295244827
rampa moderada (0.1-0.25),817,93.30399557631334,97.16309425260849,73.47922354316478,0.8643804169152391,0.03971774165880415
rampa fuerte (>0.25),487,184.14408934583565,204.96054651490658,138.86874689654402,0.3065747823324829,0.1015632399650972
