regimen_nubosidad,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
cubierto (kt<0.3),40469,141.32974444826797,141.39993945569697,103.14565295864858,-3.6590709545365563,0.0004964288365271186
parcial (0.3-0.7),104991,109.62997471703555,127.59236531283705,77.33496561977012,0.5875537877015753,0.140779509430368
despejado (kt>=0.7),448310,56.45432922760918,65.36645559253958,31.921571731814147,0.9581887988865535,0.1363409761802591
