regimen_rampa,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
rampa suave (<0.1),408158,39.84108653096831,23.693419170412103,24.45632847870948,0.9804832295678908,-0.6815254161679254
rampa moderada (0.1-0.25),112163,89.99025627198583,101.93266081488122,69.62641618869151,0.8743978089567306,0.117159744947538
rampa fuerte (>0.25),73305,162.33541657473222,203.61999504841484,120.5009327650737,0.4465762353907351,0.20275306687767258
