regimen_rampa,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
rampa suave (<0.1),71063,39.06170092539197,23.79440423021729,24.963046305719388,0.9812099144367162,-0.6416339130603759
rampa moderada (0.1-0.25),19617,92.99406036152075,100.60372880150655,73.21548805542116,0.8659483882945569,0.07564002379076673
rampa fuerte (>0.25),12380,170.84741060178416,201.78830931879685,126.55211717177285,0.374438709332092,0.15333345534963805
