regimen_rampa,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
rampa suave (<0.1),1985698,38.02741512108977,22.723265572877114,22.19547340993259,0.9820198182490958,-0.6735013283689275
rampa moderada (0.1-0.25),526526,89.74415836547848,103.87738146156292,69.96179143828223,0.8745808792853456,0.13605679020041583
rampa fuerte (>0.25),324936,159.28488116990462,210.66115336012086,122.69967501415802,0.5407067671635484,0.24388109231695687
