regimen_rampa,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
rampa suave (<0.1),2660955,38.689052684995744,22.704077777433266,21.88624534144048,0.9805740336417831,-0.7040574413223142
rampa moderada (0.1-0.25),719324,90.94945128657919,104.39127094608851,70.78469280320219,0.8631112619437393,0.12876382802591957
rampa fuerte (>0.25),437605,161.61763986368356,214.30608445135167,123.82598515173191,0.5280665865671188,0.24585603681088475
