regimen_nubosidad,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
cubierto (kt<0.3),240953,135.93795550890601,132.81261622126783,96.02187126799649,-3.6627048311443042,-0.023531945808757504
parcial (0.3-0.7),662317,112.43595999127776,130.34650965044696,82.01914611250348,0.52196044259961,0.1374072056643505
despejado (kt>=0.7),2915542,54.118380154562814,68.82562576065723,29.46613605042264,0.9593633724978254,0.2136885127240138
