regimen_rampa,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
rampa suave (<0.1),899056,40.16444270377363,23.19977852547563,23.51834005783568,0.9800023312293732,-0.7312425055984537
rampa moderada (0.1-0.25),242978,87.704241246328,102.54606241781659,67.09010779958997,0.8779190129516025,0.14473321375341208
rampa fuerte (>0.25),149450,147.5658702313158,201.71784972445758,111.35201372364206,0.6167577683232055,0.26845407864059756
