regimen_nubosidad,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
cubierto (kt<0.3),79430,131.32870711594867,120.7137754110524,97.93417846859064,-2.9432861993318893,-0.08793471721641133
parcial (0.3-0.7),236923,103.76795356095725,120.85784315426882,74.84341907004908,0.6109026330776159,0.1414048864954276
despejado (kt>=0.7),975444,52.15122695150626,67.9402206649251,29.303727911978726,0.9641151044536033,0.23239538463215637
