cvegeo,ciudad,municipio,cve_mun,calidad,fecha_local,temperature_media,temperature_min,temperature_max,relative_humidity_media,relative_humidity_min,relative_humidity_max,dew_point_media,dew_point_min,dew_point_max,wind_speed_media,wind_speed_min,wind_speed_max,pressure_media,pressure_min,pressure_max,precipitable_water_media,precipitable_water_min,precipitable_water_max,ghi_media,ghi_min,ghi_max,dni_media,dni_min,dni_max,dhi_media,dhi_min,dhi_max,n_horas,wind_direction_media
TAM,Tamaulipas urbano,Reynosa,032,alta,2019-12-31,16.32,15.792,17.131,77.036,72.194,81.938,12.081,11.85,12.58,2.068,1.748,2.418,1004.811,1004.106,1005.197,3.438,3.27,3.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,72.099
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-01,18.01,15.364,22.094,85.053,72.622,93.213,15.256,12.879,16.593,1.812,1.09,3.002,999.736,996.027,1003.428,4.24,3.743,4.436,41.035,0.0,158.564,16.013,0.0,60.512,33.379,0.0,122.846,24,359.335
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-02,19.819,15.477,26.438,72.309,45.249,92.127,13.97,12.482,14.824,2.116,0.998,4.227,992.83,989.636,995.394,3.471,2.604,4.078,60.087,0.0,245.217,24.705,0.0,167.563,48.401,0.0,188.43,24,227.777
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-03,18.223,13.349,24.277,53.829,28.86,79.932,7.455,3.933,13.281,4.553,1.911,7.152,1001.745,994.535,1011.047,1.502,1.201,2.474,175.129,0.0,663.456,254.325,0.0,854.282,47.898,0.0,161.426,24,329.035
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-04,15.294,9.734,22.815,50.264,24.598,68.577,3.721,0.784,5.686,2.415,1.339,3.29,1014.147,1011.54,1016.774,0.998,0.837,1.398,197.637,0.0,743.011,343.473,0.0,977.858,31.096,0.0,96.076,24,344.478
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-05,15.16,8.896,23.249,58.797,28.502,82.105,5.588,2.797,8.929,2.278,1.477,3.268,1012.458,1009.522,1015.759,0.88,0.827,0.953,201.541,0.0,749.494,354.484,0.0,989.144,29.54,0.0,86.779,24,180.92
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-06,16.715,10.002,25.182,64.277,30.789,87.734,7.917,4.678,11.128,2.475,1.376,3.906,1006.344,1002.886,1008.976,1.132,0.919,1.627,199.337,0.0,742.598,346.204,0.0,969.417,31.016,0.0,107.172,24,173.149
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-07,16.499,12.801,22.082,63.666,41.514,80.676,8.598,6.861,10.6,2.881,1.249,4.924,1012.146,1008.545,1014.542,1.942,1.654,2.291,145.314,0.0,572.155,143.637,0.0,575.863,72.429,0.0,281.343,24,19.07
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-08,18.152,12.76,23.999,77.603,54.929,94.516,13.737,10.769,16.813,3.126,1.162,4.9,1008.598,1004.682,1012.534,2.635,2.317,2.922,133.876,0.0,477.14,144.138,0.0,479.337,61.427,0.0,210.302,24,133.088
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-09,21.013,16.617,27.472,76.435,47.145,94.887,15.827,14.168,18.021,4.279,3.666,5.672,1001.619,998.835,1004.108,2.794,2.677,2.981,154.914,0.0,589.329,173.046,0.0,621.924,63.429,0.0,233.939,24,170.091
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-10,22.527,18.706,28.157,75.685,52.41,96.234,16.988,13.939,18.09,5.21,3.544,7.45,996.447,992.048,999.965,2.79,1.986,3.088,141.792,0.0,535.422,138.759,0.0,467.266,68.594,0.0,246.769,24,183.035
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-11,17.637,13.158,23.466,47.539,24.692,71.742,4.912,1.291,12.217,3.667,1.674,6.702,1005.698,999.111,1008.772,1.136,0.911,1.701,193.727,0.0,705.866,304.177,0.0,861.129,42.517,0.0,145.535,24,3.549
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-12,17.911,11.635,25.079,66.578,38.047,86.428,10.531,8.393,14.981,2.166,1.267,3.484,1005.786,1002.946,1007.867,2.324,1.432,3.354,171.1,0.0,656.668,203.463,0.0,706.228,60.054,0.0,182.002,24,138.564
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-13,21.003,16.984,26.318,79.909,59.151,95.818,16.891,15.12,18.892,2.126,1.121,3.532,1004.875,1003.222,1006.846,3.856,3.485,4.058,123.596,0.0,493.227,109.0,0.0,437.852,65.166,0.0,263.213,24,147.126
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-14,22.87,18.663,28.899,80.174,53.288,96.242,18.642,17.896,20.028,2.765,1.478,4.2,1003.743,1001.037,1006.581,3.713,3.459,4.012,142.685,0.0,572.078,161.783,0.0,592.387,57.112,0.0,187.234,24,163.08
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-15,23.279,19.764,28.5,82.568,57.407,98.003,19.665,18.887,20.589,3.665,2.641,5.351,1003.055,1001.153,1004.901,3.453,3.221,3.684,117.658,0.0,435.425,89.023,0.0,376.094,69.697,0.0,258.986,24,150.912
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-16,23.064,20.321,27.524,82.993,56.077,98.672,19.559,17.6,20.692,3.356,2.386,4.797,1006.03,1004.342,1008.077,3.29,3.064,3.719,111.176,0.0,410.284,68.366,0.0,215.891,75.96,0.0,283.638,24,122.696
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-17,22.345,19.405,26.647,78.76,51.697,97.535,17.999,15.092,20.52,3.274,1.667,5.473,1005.662,1003.284,1007.844,3.333,2.766,3.871,116.658,0.0,445.706,104.477,0.0,437.503,59.326,0.0,191.548,24,135.432
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-18,22.017,18.775,26.721,81.018,61.326,94.677,18.257,17.178,18.966,1.856,0.995,3.64,1005.8,1004.161,1008.816,4.229,3.952,4.349,108.853,0.0,423.624,71.268,0.0,286.238,69.444,0.0,265.872,24,139.873
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-19,15.837,13.087,19.062,65.509,52.082,81.635,8.651,6.002,15.643,4.567,2.715,6.125,1012.696,1008.787,1015.895,3.124,2.596,3.911,86.086,0.0,342.886,71.669,0.0,287.798,51.062,0.0,198.165,24,9.903
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-20,14.34,11.606,18.863,59.56,40.847,74.942,5.661,3.607,7.242,3.275,1.616,4.392,1016.995,1015.57,1019.807,2.319,2.147,2.564,115.889,0.0,469.833,107.151,0.0,420.855,67.358,0.0,273.576,24,32.431
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-21,15.703,10.64,21.049,69.385,48.301,85.072,9.648,7.433,12.73,2.96,1.435,4.393,1012.483,1008.281,1016.049,2.477,2.208,3.031,96.05,0.0,405.819,79.605,0.0,404.318,64.344,0.0,262.343,24,113.815
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-22,18.909,14.95,24.789,77.728,52.401,95.355,14.416,12.997,16.265,3.14,1.745,5.088,1001.637,997.903,1007.225,3.315,2.978,3.472,116.37,0.0,454.153,101.462,0.0,396.298,59.689,0.0,205.494,24,171.828
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-23,19.486,15.507,25.784,76.377,47.061,97.355,14.309,11.608,16.095,2.014,1.186,3.119,1000.996,999.33,1003.928,2.732,2.428,2.967,169.016,0.0,630.039,216.295,0.0,659.277,55.542,0.0,192.077,24,353.226
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-24,18.065,13.751,23.948,74.095,45.201,96.11,12.451,10.252,14.528,2.522,1.594,3.878,1005.185,1003.411,1007.95,2.513,2.447,2.706,133.784,0.0,475.078,132.077,0.0,390.199,71.809,0.0,270.854,24,67.106
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-25,20.038,15.331,25.28,81.664,60.534,95.906,16.494,14.049,18.271,2.677,1.482,4.417,1002.51,999.649,1004.782,3.763,2.809,4.167,86.133,0.0,321.887,40.626,0.0,167.743,63.903,0.0,222.192,24,148.097
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-26,21.136,17.004,27.812,74.91,42.193,96.485,15.473,11.662,18.157,1.939,1.079,3.193,1001.291,999.437,1003.178,2.989,2.234,3.95,136.088,0.0,511.449,141.287,0.0,603.268,63.463,0.0,246.106,24,261.091
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-27,20.711,15.576,28.164,72.934,39.467,94.611,14.516,12.145,17.025,2.386,1.001,3.79,1000.316,997.619,1003.023,2.319,2.209,2.685,207.844,0.0,767.294,318.2,0.0,920.272,37.815,0.0,112.145,24,146.047
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-28,21.218,15.775,28.011,66.492,35.918,97.463,13.043,7.619,17.537,3.279,2.235,4.962,998.471,996.073,1003.523,2.201,1.414,2.833,198.19,0.0,744.408,282.216,0.0,844.989,47.312,0.0,162.165,24,252.698
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-29,16.531,11.288,23.375,50.259,24.681,73.55,4.563,0.706,8.591,2.835,1.727,4.323,1003.63,1000.793,1006.927,1.228,0.946,1.914,211.175,0.0,754.887,318.213,0.0,874.683,45.748,0.0,167.924,24,22.076
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-30,16.763,12.901,21.692,71.452,50.956,86.629,11.11,8.987,13.347,2.53,1.614,3.32,1000.765,997.912,1003.303,2.433,2.053,2.924,62.686,0.0,258.716,11.635,0.0,58.859,56.386,0.0,229.018,24,93.862
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-01-31,16.083,12.417,21.085,73.096,50.288,92.047,10.744,9.644,12.87,3.085,2.238,3.794,1005.545,1003.124,1009.858,2.301,2.164,2.84,105.11,0.0,387.817,52.269,0.0,272.586,81.981,0.0,306.699,24,5.09
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-01,15.857,10.673,22.422,55.251,28.51,82.854,5.448,1.723,10.015,2.891,1.201,4.567,1011.358,1009.977,1013.559,1.624,1.328,2.319,147.942,0.0,532.881,137.163,0.0,543.446,74.143,0.0,259.716,24,349.999
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-02,17.125,10.509,24.151,56.142,30.879,80.414,6.752,4.05,13.08,2.672,1.236,3.86,1007.01,1002.5,1011.6,2.121,1.435,3.221,173.426,0.0,605.489,198.086,0.0,633.033,65.677,0.0,263.641,24,183.056
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-03,20.535,16.32,25.787,73.756,51.972,88.683,15.177,13.499,17.143,4.181,3.427,5.304,998.556,996.255,1001.728,3.568,3.151,3.837,88.711,0.0,329.428,32.508,0.0,159.551,69.192,0.0,268.751,24,180.088
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-04,23.405,17.674,31.172,65.419,32.893,88.347,14.704,10.711,17.157,3.342,2.528,4.548,994.715,991.771,997.456,2.552,2.263,3.018,113.29,0.0,489.066,43.629,0.0,221.278,85.698,0.0,339.101,24,191.096
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-05,18.058,12.61,20.984,70.328,49.228,87.459,12.046,6.938,17.131,3.624,1.987,5.082,993.894,991.226,997.816,2.454,1.938,2.791,55.772,0.0,208.599,10.954,0.0,81.379,51.381,0.0,197.718,24,311.402
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-06,14.053,8.107,22.216,47.257,22.122,69.591,1.148,-3.603,6.22,3.875,1.092,5.705,999.091,996.465,1001.488,1.119,0.738,1.852,206.369,0.0,730.522,298.779,0.0,785.464,47.003,0.0,157.768,24,345.665
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-07,17.293,9.064,26.344,58.836,33.002,91.269,7.285,1.593,14.615,3.039,1.167,4.497,1000.97,998.451,1002.897,1.459,0.932,2.044,210.98,0.0,762.008,287.108,0.0,798.458,51.67,0.0,174.594,24,172.72
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-08,20.746,15.086,27.538,77.703,50.041,95.911,15.922,14.388,18.36,3.451,1.797,5.144,1003.09,1001.136,1005.381,2.461,2.072,2.983,161.644,0.0,517.924,177.191,0.0,564.099,70.704,0.0,251.791,24,145.199
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-09,23.138,18.989,29.402,79.997,51.4,97.532,18.613,16.674,20.609,4.05,2.828,5.552,1000.16,997.138,1002.625,3.052,2.848,3.305,177.249,0.0,683.691,201.062,0.0,694.736,58.788,0.0,197.395,24,158.22
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-10,24.439,20.546,30.545,77.906,49.857,98.181,19.493,17.711,20.632,4.042,2.976,5.742,997.777,995.287,999.592,3.571,3.336,3.86,160.746,0.0,616.494,129.366,0.0,479.034,83.227,0.0,287.621,24,155.297
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-11,22.551,16.834,28.798,77.966,52.027,94.6,17.728,14.843,19.773,3.071,2.017,3.588,998.023,995.756,999.655,3.618,3.461,3.963,101.782,0.0,373.879,81.805,0.0,243.056,59.469,0.0,220.992,24,124.77
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-12,18.157,15.009,23.166,72.674,55.19,88.01,12.707,11.291,14.429,2.957,1.78,4.069,999.004,996.095,1002.909,3.307,2.641,3.94,96.509,0.0,370.482,61.788,0.0,240.879,62.698,0.0,234.632,24,342.347
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-13,16.822,12.961,22.795,60.223,35.25,80.471,8.048,5.943,11.039,3.738,2.377,5.185,1006.515,1003.124,1009.993,2.306,2.145,2.616,204.495,0.0,737.395,235.096,0.0,698.561,65.176,0.0,194.237,24,13.09
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-14,15.76,10.579,21.878,66.974,42.683,85.78,8.913,7.886,11.409,3.123,1.774,4.127,1011.206,1009.595,1013.686,2.419,2.127,2.904,202.821,0.0,730.394,216.69,0.0,641.145,73.28,0.0,229.477,24,46.878
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-15,19.399,13.091,26.646,72.145,45.843,93.929,13.453,11.601,16.734,2.32,1.185,3.4,1006.296,1002.907,1010.307,3.117,2.918,3.357,192.26,0.0,678.862,205.291,0.0,590.042,69.844,0.0,236.275,24,134.804
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-16,22.196,16.78,28.838,75.964,48.846,96.086,16.855,16.03,18.988,1.975,1.011,3.324,1001.617,998.97,1004.35,3.55,3.352,3.733,169.742,0.0,636.555,150.249,0.0,476.349,80.199,0.0,297.104,24,149.761
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-17,23.773,19.15,30.412,75.021,44.836,97.018,18.097,16.139,19.359,3.805,2.075,5.669,997.427,994.806,999.807,3.489,3.276,3.709,197.014,0.0,734.197,192.21,0.0,694.508,74.285,0.0,258.046,24,160.458
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-18,24.618,20.087,31.551,74.277,42.807,95.835,18.605,16.354,20.195,4.005,2.762,5.357,998.433,996.148,1003.401,3.242,3.113,3.532,208.252,0.0,746.33,233.541,0.0,681.76,69.617,0.0,242.561,24,138.831
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-19,22.065,18.793,27.094,79.176,53.999,94.6,17.8,16.601,19.556,2.448,1.774,2.875,1005.049,1003.334,1007.708,3.374,3.124,3.658,123.735,0.0,469.383,118.796,0.0,522.998,62.821,0.0,243.612,24,71.465
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-20,17.603,12.046,21.964,77.741,60.245,94.377,13.387,8.224,17.464,4.639,1.981,6.84,1009.438,1004.103,1017.735,3.371,2.866,3.674,82.467,0.0,272.651,67.676,0.0,323.363,50.665,0.0,167.377,24,16.746
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-21,12.583,10.444,16.303,61.274,44.085,77.161,4.898,3.5,7.852,4.272,1.56,6.242,1018.72,1016.838,1021.847,2.678,2.589,2.832,127.317,0.0,531.501,108.526,0.0,508.142,70.785,0.0,280.677,24,19.001
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-22,15.998,9.283,22.765,64.738,43.423,87.268,8.725,5.51,13.114,2.375,1.123,3.849,1011.614,1007.594,1016.854,2.662,2.609,2.725,144.791,0.0,540.372,114.47,0.0,344.67,81.126,0.0,281.764,24,119.637
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-23,20.912,14.377,28.633,72.643,43.438,94.165,14.703,13.346,17.942,3.652,2.015,5.055,1001.69,997.546,1007.018,3.048,2.632,3.671,201.353,0.0,696.049,199.424,0.0,572.871,83.272,0.0,285.059,24,160.916
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-24,22.749,17.962,29.83,65.353,33.664,94.933,14.058,9.129,17.899,2.945,1.039,4.91,996.596,994.568,998.102,2.774,2.273,3.536,219.121,0.0,769.703,252.668,0.0,677.493,65.584,0.0,224.014,24,110.568
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-25,22.225,17.444,29.538,64.395,34.911,84.152,13.42,10.494,15.148,2.199,1.006,4.149,997.585,994.606,1003.192,2.549,2.288,2.721,157.394,0.0,532.289,141.664,0.0,426.363,72.933,0.0,238.475,24,133.63
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-26,14.685,9.174,18.552,40.271,20.807,72.066,-0.42,-5.326,11.927,5.735,2.052,8.588,1012.87,1004.362,1016.407,1.461,0.924,2.678,181.367,0.0,672.869,205.919,0.0,609.052,59.127,0.0,187.199,24,3.013
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-27,12.975,6.467,20.382,41.224,19.72,60.221,-1.62,-4.66,2.672,1.986,1.346,2.291,1014.467,1011.306,1017.346,0.959,0.922,1.006,265.092,0.0,907.653,360.226,0.0,968.213,47.941,0.0,154.911,24,65.138
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-28,15.895,8.915,24.082,49.736,25.79,71.767,3.538,1.368,7.155,1.967,1.086,3.138,1013.622,1011.739,1015.948,1.288,1.01,1.67,262.302,0.0,921.091,350.973,0.0,971.254,47.624,0.0,139.779,24,146.794
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-02-29,17.879,11.396,24.607,65.402,40.163,88.573,10.417,7.565,14.159,4.058,1.819,6.075,1008.397,1004.464,1013.237,2.097,1.693,2.67,226.349,0.0,755.618,253.674,0.0,778.898,73.715,0.0,258.48,24,160.094
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-01,22.257,16.05,30.856,68.421,35.587,93.989,14.44,11.732,17.443,4.039,2.614,5.877,999.47,995.852,1003.646,2.77,2.586,2.922,234.714,0.0,822.503,260.026,0.0,797.78,68.256,0.0,222.394,24,160.301
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-02,24.429,17.734,33.366,68.777,33.918,94.491,16.16,12.718,19.167,2.927,2.084,4.325,995.11,991.541,997.795,2.742,2.482,3.164,233.905,0.0,851.157,258.449,0.0,832.34,62.516,0.0,188.445,24,148.698
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-03,25.105,19.337,33.225,70.55,38.375,92.877,17.469,14.59,19.288,2.809,1.574,4.466,992.207,988.232,994.955,2.954,2.505,3.472,162.675,0.0,591.4,112.861,0.0,396.808,85.68,0.0,278.711,24,135.568
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-04,24.313,18.396,31.166,52.384,20.561,88.542,10.962,4.386,18.836,3.88,1.021,6.864,995.498,991.363,1002.31,2.314,1.787,3.462,187.601,0.0,712.976,152.305,0.0,528.931,86.443,0.0,299.08,24,335.207
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-05,19.196,15.037,24.88,52.559,33.129,67.811,8.488,7.179,9.984,3.769,1.016,5.893,1009.221,1003.047,1013.311,2.044,1.887,2.138,217.999,0.0,751.721,192.272,0.0,587.546,89.797,0.0,300.955,24,7.654
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-06,19.065,13.285,25.244,54.405,29.01,79.501,7.869,4.26,11.41,2.745,1.018,4.448,1014.152,1012.416,1016.27,1.931,1.644,2.146,217.13,0.0,732.329,197.877,0.0,540.229,92.475,0.0,314.162,24,55.984
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-07,19.196,14.562,25.317,64.56,39.032,86.128,11.474,9.596,13.427,2.729,1.268,4.446,1011.35,1008.835,1013.876,2.469,2.2,2.666,189.382,0.0,600.716,147.819,0.0,515.822,94.357,0.0,331.26,24,111.42
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-08,20.94,15.76,26.935,68.763,43.779,90.555,14.181,13.067,16.146,3.67,1.943,5.366,1007.761,1005.346,1009.816,2.986,2.415,3.272,166.204,0.0,562.08,85.539,0.0,308.296,108.878,0.0,353.2,23,141.565
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-09,22.415,17.58,28.685,73.064,46.589,94.966,16.568,15.528,18.597,3.699,2.375,5.196,1006.836,1004.703,1009.998,3.625,3.191,4.446,145.826,0.0,459.107,84.914,0.0,314.734,94.633,0.0,314.841,24,144.08
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-10,22.613,19.369,27.191,79.257,57.613,96.602,18.378,17.632,19.006,2.702,1.216,4.274,1008.507,1006.411,1010.189,4.271,3.893,4.444,97.278,0.0,404.09,22.674,0.0,97.022,82.005,0.0,337.714,24,133.909
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-11,23.847,18.242,30.958,69.405,38.562,96.779,16.541,14.116,18.667,3.091,1.348,4.599,1004.12,1000.18,1008.431,3.438,3.321,3.84,261.496,0.0,909.838,299.551,0.0,877.68,59.643,0.0,161.035,24,159.705
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-12,24.127,19.046,30.503,69.391,41.456,93.343,17.012,15.185,18.621,3.981,2.627,5.15,998.2,995.214,1001.138,3.632,3.509,3.78,200.579,0.0,701.502,142.029,0.0,507.826,104.233,0.0,353.549,24,151.961
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-13,25.267,20.504,32.344,71.971,43.013,92.744,18.686,17.161,20.489,4.329,3.141,5.674,998.763,996.74,1002.112,3.855,3.707,4.074,216.056,0.0,714.112,184.661,0.0,637.311,95.413,0.0,309.688,24,144.628
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-14,25.623,21.005,32.139,71.334,41.516,95.801,18.89,16.616,20.579,3.839,2.995,4.876,1002.284,1000.506,1004.742,3.619,3.443,3.862,214.869,0.0,812.656,164.729,0.0,647.04,99.012,0.0,313.7,24,135.602
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-15,25.018,21.363,30.656,72.664,44.576,95.084,18.935,16.0,20.949,3.398,1.948,5.132,1005.378,1003.543,1007.196,3.71,3.373,4.043,191.148,0.0,723.868,134.536,0.0,545.747,99.225,0.0,344.659,24,121.847
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-16,24.137,20.572,29.332,76.034,52.24,93.67,19.14,18.089,20.028,2.94,1.471,4.604,1004.228,1001.883,1006.051,4.005,3.409,4.299,162.818,0.0,547.559,76.034,0.0,305.872,110.455,0.0,366.934,24,132.95
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-17,25.133,20.505,31.343,73.369,45.596,96.825,19.193,17.732,20.339,3.921,1.969,5.785,1001.968,999.413,1003.707,3.813,3.52,4.086,258.179,0.0,879.449,289.253,0.0,783.587,66.886,0.0,205.271,24,143.063
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-18,25.807,21.171,32.291,71.325,43.21,95.253,19.173,17.535,20.412,4.416,2.573,5.703,1000.833,998.137,1003.03,3.875,3.618,4.057,251.775,0.0,866.304,271.923,0.0,784.402,68.7,0.0,230.227,24,152.092
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-19,26.989,21.602,34.622,67.57,37.023,92.086,19.029,16.742,20.834,4.411,3.274,5.275,999.144,996.54,1001.557,3.602,3.477,3.787,265.965,0.0,921.192,297.64,0.0,845.881,63.753,0.0,183.159,24,157.742
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-20,26.019,22.004,32.085,75.488,49.087,95.411,20.663,19.614,21.584,3.2,1.981,4.129,1003.322,1000.892,1007.072,4.18,3.823,4.467,135.889,0.0,401.505,95.783,0.0,393.007,83.388,0.0,270.567,24,108.84
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-21,23.468,19.686,28.704,75.207,51.942,92.372,18.321,17.098,20.476,3.182,1.543,3.952,1006.477,1003.886,1008.945,3.829,3.177,4.485,161.501,0.0,586.195,121.742,0.0,385.417,78.598,0.0,247.534,24,89.165
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-22,24.528,19.733,31.086,74.307,47.725,94.759,18.882,17.747,19.944,2.68,0.841,4.112,1003.362,1000.908,1005.547,3.506,3.165,3.804,216.298,0.0,741.35,220.526,0.0,654.982,71.999,0.0,229.432,24,142.432
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-23,25.974,20.65,33.464,69.774,37.938,96.275,18.594,15.885,20.344,4.125,2.373,5.567,1001.652,998.523,1004.25,2.944,2.729,3.241,281.811,0.0,939.686,333.352,0.0,886.304,58.271,0.0,173.092,24,156.322
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-24,27.665,21.434,35.982,65.532,34.275,92.026,18.937,16.631,20.531,3.702,2.241,4.9,998.186,995.766,1000.104,2.771,2.727,2.823,291.983,0.0,967.042,356.834,0.0,909.37,52.179,0.0,138.868,24,151.977
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-25,27.759,21.61,36.12,66.142,33.628,92.467,19.09,16.099,21.028,3.147,1.442,4.904,997.505,994.548,999.693,2.434,2.251,2.739,292.371,0.0,969.96,348.724,0.0,899.846,55.539,0.0,151.118,24,140.3
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-26,27.84,21.56,36.705,63.769,27.62,94.849,17.789,12.64,21.236,4.461,2.568,6.143,995.441,992.158,998.214,1.858,1.516,2.287,301.708,0.0,998.637,377.497,0.0,949.199,48.067,0.0,122.173,24,156.458
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-27,28.024,22.041,36.303,65.565,34.166,91.337,19.154,16.525,21.509,4.473,3.094,5.901,992.275,989.48,994.229,2.286,1.711,2.937,287.053,0.0,965.576,317.768,0.0,864.606,68.44,0.0,182.438,24,149.536
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-28,28.378,23.388,35.562,65.296,35.907,90.793,19.352,15.9,21.958,3.566,2.645,4.457,994.416,992.306,999.114,3.739,3.096,4.258,231.802,0.0,822.766,167.791,0.0,567.013,108.751,0.0,344.669,24,114.478
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-29,25.97,22.138,31.152,70.706,47.566,87.879,19.315,17.109,21.152,3.411,2.173,4.842,1001.158,999.512,1003.188,4.292,4.21,4.393,147.622,0.0,502.035,72.781,0.0,266.005,98.071,0.0,299.928,24,70.739
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-30,27.09,22.735,33.423,71.932,45.915,94.996,20.797,19.422,22.155,3.311,1.935,5.038,998.963,995.669,1001.95,4.282,3.926,4.432,204.024,0.0,697.926,137.327,0.0,429.5,108.546,0.0,338.188,24,140.277
TAM,Tamaulipas urbano,Reynosa,032,alta,2020-03-31,26.651,22.303,33.292,59.996,29.096,90.096,15.757,9.135,21.015,2.994,1.032,4.547,999.78,998.091,1001.555,3.664,3.319,4.064,235.346,0.0,751.109,188.306,0.0,529.243,104.496,0.0,337.023,24,51.089
