cvegeo,ciudad,municipio,cve_mun,calidad,fecha_local,temperature_media,temperature_min,temperature_max,relative_humidity_media,relative_humidity_min,relative_humidity_max,dew_point_media,dew_point_min,dew_point_max,wind_speed_media,wind_speed_min,wind_speed_max,pressure_media,pressure_min,pressure_max,precipitable_water_media,precipitable_water_min,precipitable_water_max,ghi_media,ghi_min,ghi_max,dni_media,dni_min,dni_max,dhi_media,dhi_min,dhi_max,n_horas,wind_direction_media
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-01-11,14.235,10.396,19.707,61.064,42.544,81.916,6.042,3.724,9.766,2.813,1.753,3.742,1015.515,1012.587,1018.21,2.735,2.625,2.999,83.699,0.0,383.696,39.862,0.0,264.163,61.706,0.0,247.722,24,8.001
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-01-12,15.813,11.727,21.288,73.958,52.852,90.216,10.631,9.815,11.474,2.043,1.13,2.597,1010.559,1007.877,1012.73,2.966,2.373,3.173,84.871,0.0,315.294,45.388,0.0,202.006,61.156,0.0,220.976,24,345.668
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-01-13,17.189,11.032,25.23,68.971,37.009,93.578,10.195,8.244,11.759,1.662,1.257,2.261,1007.359,1004.313,1010.445,1.607,1.23,2.294,199.844,0.0,742.648,324.773,0.0,933.378,35.6,0.0,100.976,24,348.261
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-01-14,18.888,11.874,27.398,70.222,36.125,92.603,11.873,9.758,15.384,2.568,1.229,3.734,1000.129,995.959,1004.738,1.4,1.092,2.131,205.075,0.0,757.921,346.027,0.0,972.078,31.239,0.0,87.565,24,184.659
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-01-15,16.37,9.543,20.831,49.841,21.219,92.337,3.397,-4.285,15.233,5.546,2.183,9.293,1003.949,995.623,1010.664,1.684,0.807,2.536,183.775,0.0,684.265,264.179,0.0,850.471,46.51,0.0,159.497,24,323.382
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-01-16,12.106,5.778,20.109,36.767,17.811,52.78,-3.787,-6.527,-0.415,2.367,1.128,3.466,1008.089,1004.777,1011.523,0.7,0.548,0.878,214.213,0.0,786.369,365.196,0.0,1004.282,30.617,0.0,88.625,24,318.932
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-01-17,14.625,7.884,23.344,49.692,25.513,80.648,2.661,-0.176,9.382,1.981,0.914,3.315,1005.262,1003.44,1007.713,1.167,0.922,1.521,208.998,0.0,766.712,346.622,0.0,961.598,33.2,0.0,96.531,24,166.146
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-01-18,18.35,11.738,26.201,73.55,44.628,94.653,12.441,9.767,16.192,3.223,2.198,4.684,1001.332,998.314,1004.309,2.071,1.567,2.38,192.995,0.0,708.667,291.484,0.0,860.797,42.96,0.0,142.422,24,165.94
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-01-19,21.406,15.995,29.185,73.487,41.189,96.301,15.116,13.141,16.554,2.802,1.811,4.187,999.874,997.392,1001.802,2.498,2.394,2.724,191.723,0.0,702.153,270.386,0.0,807.607,48.912,0.0,160.911,24,166.975
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-01-20,13.184,5.91,18.339,69.562,50.369,88.772,7.204,2.049,16.109,5.016,1.666,6.676,1008.118,1001.991,1013.195,2.968,2.754,3.023,56.609,0.0,193.053,17.854,0.0,127.466,48.131,0.0,175.733,24,350.511
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-01-21,6.74,4.067,10.9,70.99,53.847,80.318,1.311,0.121,2.669,3.71,1.643,5.272,1012.723,1010.528,1014.79,2.524,2.241,2.903,41.73,0.0,172.312,3.586,0.0,27.66,40.353,0.0,165.379,24,356.438
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-01-22,10.525,5.202,15.655,71.384,54.216,82.667,5.145,1.643,8.95,2.494,1.884,3.168,1012.062,1010.04,1014.81,2.583,2.27,2.845,35.827,0.0,149.444,3.978,0.0,59.545,34.985,0.0,149.017,24,13.637
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-01-23,14.051,11.235,17.669,77.903,62.261,91.811,9.953,8.39,11.821,2.105,0.898,2.74,1007.544,1003.94,1010.68,3.119,2.877,3.59,47.428,0.0,160.015,16.505,0.0,100.367,42.39,0.0,153.939,24,40.35
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-01-24,14.146,11.05,18.22,82.486,63.643,93.792,10.692,9.569,11.687,2.17,1.314,3.168,999.867,996.87,1003.118,3.362,3.009,3.607,61.241,0.0,226.14,20.592,0.0,96.271,48.935,0.0,193.113,24,307.539
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-01-25,15.823,10.794,23.264,75.336,44.98,94.855,10.541,9.546,11.64,2.454,1.679,3.399,1001.871,999.344,1005.581,2.038,1.703,2.903,206.405,0.0,770.289,312.046,0.0,922.566,39.71,0.0,135.037,24,13.159
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-01-26,16.402,12.457,21.89,77.399,52.42,94.155,11.942,11.306,12.96,2.458,1.599,3.274,1006.998,1004.742,1009.301,2.442,2.076,2.7,108.968,0.0,426.97,78.717,0.0,365.862,67.688,0.0,302.874,24,47.638
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-01-27,17.382,13.57,22.303,80.87,58.4,94.592,13.628,12.69,15.103,2.037,1.397,2.754,1007.071,1004.548,1009.115,2.914,2.677,3.347,69.339,0.0,311.75,16.872,0.0,124.15,59.199,0.0,258.321,24,53.867
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-01-28,13.907,9.591,15.897,80.377,60.167,95.953,10.31,6.218,15.091,4.376,1.41,7.149,1013.098,1007.24,1017.616,2.82,2.048,3.433,49.741,0.0,215.806,14.874,0.0,108.487,43.461,0.0,176.403,24,359.845
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-01-29,12.455,7.272,18.891,60.49,30.03,85.439,3.714,0.139,5.976,1.775,1.242,2.261,1013.903,1010.502,1017.176,1.954,1.828,2.053,162.738,0.0,659.282,163.06,0.0,632.859,72.533,0.0,270.966,24,82.32
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-01-30,15.822,9.03,23.304,71.829,45.938,95.914,10.003,5.979,14.879,2.708,1.145,4.414,1006.075,1002.692,1010.127,2.269,2.017,2.851,190.435,0.0,721.302,267.164,0.0,864.285,48.528,0.0,176.405,24,166.607
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-01-31,19.638,15.126,26.31,77.987,48.514,97.629,14.7,12.8,15.904,2.901,1.358,4.589,998.38,994.964,1002.032,2.473,2.031,2.977,203.191,0.0,760.195,284.712,0.0,848.565,45.348,0.0,137.843,24,165.099
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-01,19.381,13.618,26.75,75.54,42.422,97.362,13.704,11.354,16.503,1.814,1.032,2.898,996.414,993.866,998.872,1.921,1.8,2.185,216.055,0.0,791.222,320.089,0.0,925.86,41.148,0.0,132.597,24,198.3
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-02,21.604,16.847,28.815,76.82,44.324,98.021,15.838,12.892,17.97,3.039,2.207,4.68,993.123,990.315,994.92,2.431,2.232,2.949,192.535,0.0,678.524,261.739,0.0,728.691,49.944,0.0,165.294,24,158.631
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-03,13.196,6.175,17.985,69.52,51.081,90.93,7.064,1.433,16.333,5.535,2.163,6.887,1002.915,994.706,1012.436,2.705,2.484,2.997,84.385,0.0,351.525,58.491,0.0,275.541,54.359,0.0,212.651,24,340.103
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-04,6.88,3.328,11.642,53.996,35.805,71.788,-2.412,-3.872,0.787,5.566,3.585,6.866,1017.787,1012.868,1022.056,1.987,1.458,2.48,76.294,0.0,310.299,39.784,0.0,162.705,57.482,0.0,215.711,24,349.107
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-05,7.773,2.248,14.273,55.961,31.753,74.668,-1.462,-3.211,1.628,2.654,0.933,3.871,1017.415,1011.918,1021.904,1.486,1.299,1.902,209.14,0.0,781.286,276.669,0.0,860.407,57.201,0.0,203.876,24,23.92
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-06,12.011,4.791,19.992,65.878,38.72,90.058,4.769,1.708,10.193,1.447,0.919,2.489,1007.636,1004.026,1011.219,2.263,1.922,2.842,169.413,0.0,644.56,171.256,0.0,548.307,73.93,0.0,259.022,24,79.681
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-07,13.592,10.084,17.96,77.442,56.538,93.055,9.266,7.431,10.512,3.652,1.912,5.426,1011.208,1008.315,1014.124,2.532,1.936,2.864,63.62,0.0,312.449,15.205,0.0,127.898,54.626,0.0,217.622,24,357.248
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-08,12.822,7.175,20.102,64.167,33.378,89.723,4.98,2.824,7.25,2.02,1.357,2.423,1010.979,1007.963,1013.933,1.285,1.048,1.862,219.909,0.0,818.322,294.348,0.0,890.33,52.59,0.0,182.548,24,0.507
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-09,14.448,7.671,22.63,62.611,32.207,88.353,6.103,4.335,8.787,1.648,1.165,2.416,1006.113,1003.453,1008.339,1.217,1.023,1.733,236.693,0.0,846.666,347.408,0.0,959.802,41.941,0.0,135.361,24,159.786
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-10,16.448,11.251,23.065,74.117,48.575,92.208,11.176,9.027,13.274,1.86,0.872,2.891,1003.809,1001.684,1005.976,2.383,1.809,2.712,126.503,0.0,443.025,93.088,0.0,339.056,73.572,0.0,287.33,24,109.028
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-11,18.33,13.799,24.584,80.886,54.506,98.665,14.393,12.997,16.283,1.985,0.994,2.848,1001.432,998.183,1003.862,2.812,2.671,2.94,142.457,0.0,570.648,136.764,0.0,479.829,64.625,0.0,226.251,24,149.397
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-12,17.898,10.091,24.803,76.332,55.713,98.652,13.134,5.325,16.792,3.606,0.957,6.894,1006.436,1001.069,1015.437,2.553,1.686,2.844,144.319,0.0,555.889,145.878,0.0,526.336,64.6,0.0,223.725,24,58.944
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-13,11.737,6.409,18.285,52.988,26.33,76.778,1.092,-2.244,4.576,3.231,1.446,5.017,1016.703,1014.496,1020.003,1.07,0.903,1.587,219.917,0.0,788.071,280.071,0.0,814.934,59.407,0.0,198.154,24,24.175
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-14,13.577,7.557,20.953,56.175,29.627,86.39,3.63,0.388,9.171,2.256,1.12,3.834,1011.945,1008.563,1015.047,1.136,0.912,1.573,210.746,0.0,732.236,269.26,0.0,771.733,55.819,0.0,166.834,24,167.257
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-15,17.042,10.41,24.587,72.812,43.199,95.029,11.163,9.134,14.726,3.661,1.756,5.519,1006.46,1003.184,1009.641,1.824,1.626,2.252,242.431,0.0,844.443,351.332,0.0,924.705,40.159,0.0,113.775,24,160.776
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-16,20.841,15.017,28.66,74.315,42.173,96.28,14.774,12.971,17.216,5.2,3.629,6.37,999.036,994.885,1003.974,2.425,2.306,2.631,236.851,0.0,840.774,330.104,0.0,901.852,43.706,0.0,125.593,24,168.795
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-17,21.747,14.843,30.011,58.103,22.541,90.801,10.616,4.774,16.842,4.283,2.713,5.774,999.413,994.822,1006.396,1.856,1.465,2.593,251.435,0.0,875.986,376.44,0.0,980.503,34.297,0.0,93.555,24,334.582
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-18,13.683,9.241,19.29,53.549,32.647,71.141,3.438,0.944,7.477,4.012,1.614,5.65,1009.948,1006.95,1012.859,1.941,1.799,2.214,232.332,0.0,835.878,310.704,0.0,893.653,49.115,0.0,160.497,24,16.792
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-19,14.758,9.873,20.767,62.364,38.313,86.495,6.536,3.763,10.659,2.579,1.548,3.698,1011.814,1009.966,1014.567,2.534,2.242,3.085,152.242,0.0,576.613,123.084,0.0,369.389,80.552,0.0,302.664,24,39.065
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-20,18.696,11.609,26.584,72.02,44.338,93.025,12.633,10.203,16.409,2.281,1.164,3.542,1005.993,1001.999,1010.675,3.173,3.137,3.243,196.261,0.0,669.064,208.939,0.0,594.583,72.563,0.0,259.345,24,114.848
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-21,22.288,16.397,29.922,74.077,43.778,95.654,16.234,15.051,18.324,4.287,2.46,5.912,999.976,996.727,1003.145,2.863,2.61,3.256,233.669,0.0,852.945,309.645,0.0,897.415,46.917,0.0,134.328,24,169.406
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-22,24.319,18.385,32.857,70.477,36.011,94.332,16.832,14.252,19.176,3.473,2.679,4.098,998.973,996.697,1000.935,2.863,2.756,3.029,232.646,0.0,838.547,309.26,0.0,882.072,49.517,0.0,150.0,24,163.383
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-23,21.96,14.316,29.014,78.074,51.195,95.735,17.201,12.651,19.137,3.53,2.585,4.299,1002.094,999.951,1004.957,2.988,2.546,3.255,168.665,0.0,564.064,193.235,0.0,491.473,55.063,0.0,180.212,24,107.409
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-24,15.946,12.42,21.206,79.215,58.736,93.027,11.777,11.17,12.437,2.597,1.868,3.438,1004.363,1001.377,1007.732,2.455,2.331,2.751,201.367,0.0,763.008,237.145,0.0,753.95,60.86,0.0,219.51,24,33.127
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-25,12.493,9.514,15.942,77.134,60.791,90.922,8.269,7.129,11.663,4.106,3.354,4.809,1010.554,1007.944,1012.883,2.599,2.472,2.778,107.629,0.0,407.033,96.03,0.0,350.151,53.72,0.0,185.409,24,13.85
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-26,12.105,8.235,17.168,78.046,60.383,91.741,8.011,6.199,9.795,2.833,2.366,3.194,1010.307,1007.937,1012.678,2.755,2.595,2.909,173.817,0.0,607.536,188.441,0.0,607.368,62.748,0.0,229.444,24,11.738
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-27,13.049,9.674,18.7,72.474,47.56,92.878,7.434,6.398,9.502,3.654,1.829,5.203,1012.189,1010.188,1014.622,2.283,1.945,2.623,103.981,0.0,362.64,67.228,0.0,302.865,69.337,0.0,244.257,24,0.624
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-02-28,14.342,8.835,22.118,58.549,28.659,82.97,4.607,1.96,6.849,2.498,1.389,3.229,1011.375,1008.111,1014.398,1.519,1.358,1.919,250.672,0.0,891.559,321.632,0.0,918.991,54.43,0.0,193.302,24,35.333
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-01,15.516,8.683,23.842,67.061,34.889,92.554,7.935,6.073,11.614,1.923,1.002,3.285,1008.115,1005.253,1010.625,1.721,1.413,2.199,261.656,0.0,914.055,343.685,0.0,949.092,47.93,0.0,142.195,24,89.692
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-02,18.291,11.998,25.517,73.307,43.681,95.642,12.458,11.242,15.175,2.041,0.869,3.58,1006.513,1004.016,1008.742,2.707,2.266,2.938,207.474,0.0,752.251,217.961,0.0,656.37,70.325,0.0,252.981,24,109.359
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-03,20.733,14.857,27.743,77.084,48.465,98.106,15.737,14.545,17.645,2.359,0.923,3.937,1005.399,1003.121,1007.45,2.905,2.844,2.967,136.728,0.0,479.023,76.671,0.0,209.271,88.752,0.0,304.4,24,125.562
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-04,21.803,17.088,28.467,75.542,46.732,98.607,16.402,15.166,17.6,3.913,2.199,5.817,1003.653,1000.782,1006.292,2.668,2.416,2.869,249.282,0.0,837.886,315.009,0.0,819.447,56.556,0.0,190.873,24,147.692
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-05,22.957,17.314,30.237,75.2,45.504,96.789,17.284,16.233,19.675,4.463,3.237,6.062,999.804,996.995,1001.822,2.882,2.382,3.281,245.095,0.0,867.531,287.971,0.0,830.99,62.176,0.0,181.91,24,154.751
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-06,24.73,19.825,32.109,73.247,41.45,96.604,18.175,15.719,19.64,4.16,3.459,5.12,998.061,995.098,1000.344,3.068,2.579,3.418,205.582,0.0,759.449,207.73,0.0,708.588,77.677,0.0,286.967,24,151.186
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-07,20.999,15.095,26.683,70.401,51.448,94.362,14.361,9.189,19.548,4.016,2.087,6.378,1001.002,996.115,1004.402,3.051,2.789,3.287,114.953,0.0,431.966,86.526,0.0,303.209,67.037,0.0,239.055,24,55.016
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-08,16.87,12.632,22.965,66.261,49.01,88.366,9.787,7.746,12.027,2.921,2.539,3.696,1000.554,996.329,1003.86,2.924,2.635,3.27,171.405,0.0,668.195,148.722,0.0,531.628,76.121,0.0,275.442,24,23.018
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-09,16.188,11.53,23.015,67.352,37.513,92.807,8.832,6.605,11.919,3.034,1.498,3.953,1000.804,997.726,1004.005,2.187,1.825,2.96,157.821,0.0,625.09,121.697,0.0,465.788,84.169,0.0,300.648,24,36.656
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-10,19.04,11.497,27.306,71.454,43.043,93.741,12.337,10.324,16.393,1.849,1.066,3.103,998.188,995.311,1000.498,2.062,1.855,2.304,207.236,0.0,674.191,241.12,0.0,677.858,58.89,0.0,182.906,24,93.974
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-11,21.059,12.237,30.5,64.903,35.74,95.079,11.952,4.978,16.321,3.841,1.233,7.297,998.944,995.197,1010.749,1.9,1.679,2.294,250.216,0.0,879.77,308.546,0.0,891.692,53.549,0.0,150.549,24,51.706
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-12,11.75,7.315,17.833,41.357,20.294,63.135,-2.824,-6.963,3.29,4.647,1.472,7.235,1015.324,1011.684,1018.894,1.161,0.98,1.587,238.348,0.0,849.365,265.618,0.0,743.912,72.059,0.0,260.01,24,31.071
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-13,15.207,7.368,23.261,59.493,35.822,86.007,6.066,1.798,12.006,2.993,1.209,5.183,1009.129,1004.83,1013.297,1.879,1.388,2.308,215.868,0.0,718.174,218.083,0.0,634.527,82.19,0.0,287.792,23,142.164
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-14,20.0,12.744,28.611,70.455,39.804,93.44,12.817,11.38,16.066,2.834,1.449,4.306,1003.263,1000.014,1006.047,2.145,1.977,2.36,275.043,0.0,948.672,335.632,0.0,926.445,53.964,0.0,180.869,24,160.013
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-15,21.197,15.302,29.263,55.604,21.686,91.352,8.509,1.733,15.88,2.745,1.132,4.97,1006.601,1004.498,1009.837,1.532,1.083,2.085,288.933,0.0,973.178,365.56,0.0,950.504,51.541,0.0,136.612,24,2.508
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-16,20.712,12.792,29.692,58.18,26.441,83.48,9.712,6.71,15.378,2.993,1.231,5.028,1002.053,997.632,1006.239,1.725,1.196,2.795,289.607,0.0,968.209,364.474,0.0,942.283,50.011,0.0,127.005,24,160.576
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-17,24.382,17.591,34.211,64.128,24.648,93.715,13.747,6.473,17.168,3.633,1.873,5.434,993.905,990.452,997.89,2.119,1.433,3.003,285.377,0.0,972.971,358.762,0.0,952.478,50.039,0.0,137.66,24,163.23
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-18,22.372,17.383,29.11,55.099,27.452,85.227,10.415,5.981,16.935,3.841,1.571,6.835,1000.207,995.789,1004.811,2.199,2.047,2.379,270.737,0.0,901.9,302.211,0.0,787.972,72.559,0.0,235.266,24,9.098
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-19,20.284,14.952,27.389,56.131,30.11,81.254,9.535,6.982,12.003,3.097,1.64,4.777,1006.468,1004.393,1008.877,2.154,1.97,2.312,228.374,0.0,821.134,208.743,0.0,666.63,86.027,0.0,309.831,24,61.453
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-20,20.675,13.82,28.253,69.356,40.488,92.458,13.784,11.715,18.36,3.387,1.19,5.818,1004.575,1000.529,1008.483,2.682,2.028,3.315,245.92,0.0,878.304,239.853,0.0,754.811,82.62,0.0,269.546,24,114.436
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-21,25.061,19.297,33.594,67.923,34.156,94.786,16.332,11.885,18.74,5.387,3.873,7.133,993.803,988.313,1000.869,2.593,2.099,3.326,257.39,0.0,870.869,267.494,0.0,726.871,80.928,0.0,276.821,24,169.171
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-22,23.42,17.532,30.588,43.9,17.415,75.522,7.046,1.537,16.591,4.51,2.766,6.402,994.915,990.428,1002.032,1.391,0.998,2.376,298.876,0.0,999.331,362.38,0.0,949.23,56.719,0.0,181.792,24,333.419
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-23,18.819,12.678,26.025,39.692,18.158,61.933,2.553,-1.18,6.518,3.03,1.528,4.084,1003.171,999.722,1005.574,1.251,1.15,1.462,302.998,0.0,998.949,372.066,0.0,943.531,53.47,0.0,138.173,24,11.583
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-24,19.641,11.509,28.931,39.844,14.915,68.342,2.38,-2.461,5.955,2.562,1.306,3.708,1004.951,1001.807,1007.735,0.973,0.805,1.295,309.197,0.0,1015.271,385.293,0.0,964.099,51.754,0.0,131.839,24,261.302
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-25,21.634,12.437,32.155,38.457,13.344,63.026,3.179,-1.423,9.296,2.454,1.759,3.113,1004.573,1002.324,1007.164,0.819,0.764,0.901,311.744,0.0,1017.302,390.779,0.0,960.955,51.563,0.0,139.895,24,166.14
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-26,21.688,13.619,31.115,46.389,15.591,73.709,5.728,-0.309,11.088,3.463,1.972,4.723,1003.778,1001.401,1005.667,0.873,0.803,0.929,308.103,0.0,1025.857,372.886,0.0,983.832,55.81,0.0,178.51,24,156.966
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-27,21.479,15.055,29.887,58.859,26.394,85.692,10.655,6.325,15.091,4.338,2.848,5.957,1001.846,999.205,1003.677,1.238,0.95,1.721,300.365,0.0,1004.142,340.474,0.0,930.949,61.075,0.0,148.693,24,153.837
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-28,23.168,16.777,31.243,65.34,33.664,90.909,14.559,11.933,18.158,4.603,3.079,6.254,1000.523,997.949,1002.409,2.017,1.762,2.452,297.571,0.0,982.246,342.212,0.0,896.608,60.176,0.0,151.049,24,154.215
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-29,25.323,19.463,33.456,67.927,35.653,94.386,17.0,13.872,19.013,5.72,3.94,6.887,993.967,988.509,1000.108,2.726,2.507,2.806,268.073,0.0,957.947,267.606,0.0,858.274,75.864,0.0,229.959,24,161.313
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-30,26.723,20.435,35.24,47.626,14.371,84.341,10.32,2.471,18.956,4.581,1.781,6.649,990.038,988.218,993.515,1.727,1.15,2.802,312.795,0.0,1024.489,383.071,0.0,968.893,49.859,0.0,123.919,24,314.301
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-03-31,24.234,17.407,32.807,55.262,23.57,81.96,12.093,8.048,16.605,2.606,1.245,4.483,995.512,993.575,998.191,1.917,1.686,2.136,297.531,0.0,975.998,331.536,0.0,896.89,66.887,0.0,192.583,24,70.285
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-04-01,24.148,18.405,31.226,69.279,41.88,91.351,17.036,15.866,19.667,2.971,1.362,4.559,997.811,995.276,999.939,2.778,2.161,3.193,249.914,0.0,801.477,243.097,0.0,671.025,83.19,0.0,269.758,24,103.009
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-04-02,25.834,20.015,33.117,68.984,40.965,95.338,18.494,16.781,19.905,2.496,0.841,4.222,999.286,997.738,1001.048,3.079,2.921,3.212,231.551,0.0,833.294,215.524,0.0,670.972,89.762,0.0,320.014,24,81.111
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-04-03,25.86,20.603,33.384,68.548,37.374,94.139,18.359,15.974,19.997,2.723,0.92,4.874,997.757,993.905,1000.93,3.236,3.108,3.46,275.253,0.0,919.517,276.42,0.0,763.933,79.727,0.0,224.102,24,117.488
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-04-04,26.747,20.948,34.347,69.271,39.607,94.87,19.02,16.725,21.32,3.946,2.511,5.163,991.842,987.856,995.757,3.317,3.1,3.518,260.243,0.0,876.989,268.688,0.0,783.013,75.738,0.0,227.682,24,148.324
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-04-05,28.483,21.925,37.322,61.259,27.088,90.875,17.068,12.013,21.376,2.147,1.562,2.783,990.493,987.407,992.98,2.654,2.202,3.387,292.005,0.0,959.238,305.762,0.0,783.332,76.529,0.0,216.766,24,146.121
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-04-06,29.022,21.456,38.747,46.591,14.517,82.556,11.887,5.375,19.43,3.246,1.473,5.343,993.264,990.565,1000.614,1.92,1.546,2.334,313.798,0.0,1018.133,370.006,0.0,923.425,57.887,0.0,160.321,24,287.293
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-04-07,22.976,17.738,28.856,35.795,17.02,55.642,4.432,-0.957,11.921,4.24,1.684,5.887,1005.975,1001.397,1008.741,1.689,1.459,2.134,312.857,0.0,1002.619,351.398,0.0,862.874,67.807,0.0,187.115,24,39.437
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-04-08,21.588,14.915,28.943,42.846,21.33,66.554,6.616,3.596,10.315,2.553,1.098,4.217,1008.252,1005.66,1010.823,1.766,1.526,1.955,306.27,0.0,1001.833,326.848,0.0,858.08,73.75,0.0,184.956,24,142.749
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-04-09,22.859,16.433,30.427,51.572,26.304,75.735,10.794,7.761,14.331,4.779,2.145,7.068,1004.229,999.986,1008.436,2.223,1.955,2.857,301.956,0.0,986.291,320.392,0.0,828.383,75.58,0.0,204.102,24,161.852
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-04-10,26.01,19.888,34.37,58.096,32.01,78.567,15.562,13.741,19.06,5.684,4.629,6.612,995.849,991.248,1001.409,3.282,3.043,3.668,288.738,0.0,975.475,295.227,0.0,813.188,75.198,0.0,201.662,24,163.162
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-04-11,28.251,21.4,37.489,59.633,25.156,88.794,17.14,12.685,20.648,3.719,2.466,4.93,993.443,990.638,995.45,3.12,2.72,3.62,293.62,0.0,976.576,297.122,0.0,842.238,77.797,0.0,203.196,24,148.859
TAM,Tamaulipas urbano,Reynosa,032,alta,2022-04-12,28.653,22.712,36.586,64.42,34.716,91.101,19.482,16.899,21.174,4.191,2.936,5.158,993.073,989.582,995.743,3.797,3.605,4.002,266.491,0.0,929.366,224.408,0.0,692.668,96.542,0.0,264.749,24,149.864
