segmento,n,RMSE_persistence,RMSE_modelo,MAE_modelo,MBE_modelo,R2_persistence,R2_modelo,skill,split
global,4112,84.62523670617138,77.72190737349291,42.3854884252474,3.0423555703478566,0.9214757528330444,0.9337644893926561,0.08157530308184102,val
limpio_ff0,3712,86.67878784242468,79.41057381315326,43.07359085257711,2.2060071173413047,0.9120119461130566,0.9261492820195532,0.08385228047356252,val
rellenado_ff_pos,400,62.42513659155995,59.818887823268874,35.99989789962768,10.803669214248657,0.8899392702538621,0.8989374961443463,0.041749989036362734,val
global,4123,84.87255937778005,80.23538760578026,46.62005304359216,1.1268374655624342,0.9162273549125018,0.9251314295458817,0.05463687917503546,test
limpio_ff0,3734,86.48215700045654,82.00408392686333,47.90684088986381,1.1273075281520164,0.9060545881882622,0.915531747155949,0.05178031201938649,test
rellenado_ff_pos,389,67.49695077018376,60.689948666739134,34.26821289454757,1.1223253480572934,0.8865413914968807,0.9082718391708993,0.10084903133804324,test
