regimen_rampa,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
rampa suave (<0.1),2818,40.56346460619682,23.28554089561493,25.003674899711093,0.9796343907856173,-0.7420022488649005
rampa moderada (0.1-0.25),817,93.99719222375826,97.16309425260849,71.69330107830146,0.8623577754509123,0.03258338007041428
rampa fuerte (>0.25),487,173.65855830346837,204.96054651490658,129.67628507986205,0.38329645185832073,0.15272201769408167
