regimen_nubosidad,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
cubierto (kt<0.3),286,144.15901001130155,135.64238066924193,104.01254691944256,-3.770909897508213,-0.06278737736715967
parcial (0.3-0.7),708,116.07995835234519,127.54050618750331,80.41685696510272,0.5221402120292871,0.08985810216488743
despejado (kt>=0.7),3129,59.45077863608934,64.2596944145152,33.72699122674246,0.9529193033883583,0.07483564654704622
