regimen_nubosidad,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
cubierto (kt<0.3),286,145.95866300933545,135.64238066924193,106.53792341272315,-3.890771641355432,-0.07605500794953857
parcial (0.3-0.7),708,117.18796539845019,127.54050618750331,80.70525419644717,0.5129741341080072,0.08117061080056687
despejado (kt>=0.7),3129,58.62823431476587,64.2596944145152,33.91795502672107,0.954213081527479,0.08763596140720631
