grupo,n,RMSE_modelo,RMSE_persistence,MAE_modelo,MBE_modelo,R2_modelo,skill
global,2466540,139.43317547506123,184.44074079961902,96.37737710064839,1.495252490876829,0.7742624438456925,0.24402182039300702
