segmento,n,RMSE_modelo,RMSE_persistence,MAE_modelo,MBE_modelo,R2_modelo,skill
limpio_ff0,2240600,143.47045067537218,190.3208633156303,101.00332664745439,-0.15942897796064234,0.7428877957632847,0.2461654062726737
rellenado_ff_pos,225940,90.08356807645502,110.29644632778445,50.50279732471889,17.904384557253913,0.7833728781739633,0.18325956025146806
