nodo_id_viejo,location_id,nodo_id_nuevo
332,1465885,422
333,1465886,379
334,1465886,379
335,1465887,337
336,1465887,337
337,1465888,289
338,1465888,289
339,1465889,243
340,1465889,243
341,1465890,193
342,1465890,193
343,1465891,148
344,1465891,148
345,1465892,108
346,1465892,108
347,1465893,72
348,1465893,72
349,1465894,41
350,1467052,727
351,1467053,685
352,1467053,685
353,1467054,638
354,1467054,638
355,1467055,588
356,1467055,588
357,1467056,531
358,1467056,531
359,1467057,477
360,1467057,477
361,1467058,423
362,1467058,423
363,1467059,380
364,1467059,380
365,1467060,338
366,1467060,338
367,1467061,290
368,1467061,290
369,1467062,244
370,1467062,244
371,1467063,194
372,1467063,194
373,1467064,149
374,1467064,149
375,1467065,109
376,1467065,109
377,1467066,73
378,1467066,73
379,1467067,42
380,1467052,727
381,1467053,685
382,1467053,685
383,1467054,638
384,1467054,638
385,1467055,588
386,1467055,588
387,1467056,531
388,1467056,531
389,1467057,477
390,1467057,477
391,1467058,423
392,1467058,423
393,1467059,380
394,1467059,380
395,1467060,338
396,1467060,338
397,1467061,290
398,1467061,290
399,1467062,244
400,1467062,244
401,1467063,194
402,1467063,194
403,1467064,149
404,1467064,149
405,1467065,109
406,1467065,109
407,1467066,73
408,1467066,73
409,1467067,42
410,1467067,42
411,1467068,30
412,1468231,728
413,1468232,686
414,1468232,686
415,1468233,639
416,1468233,639
417,1468234,589
418,1468234,589
419,1468235,532
420,1468235,532
421,1468236,478
422,1468236,478
423,1468237,424
424,1468237,424
425,1468238,381
426,1468238,381
427,1468239,339
428,1468239,339
429,1468240,291
430,1468240,291
431,1468241,245
432,1468241,245
433,1468242,195
434,1468242,195
435,1468243,150
436,1468243,150
437,1468244,110
438,1468244,110
439,1468245,74
440,1468245,74
441,1468246,43
442,1468246,43
443,1468247,31
444,1468232,686
445,1468233,639
446,1468233,639
447,1468234,589
448,1468234,589
449,1468235,532
450,1468235,532
451,1468236,478
452,1468236,478
453,1468237,424
454,1468237,424
455,1468238,381
456,1468238,381
457,1468239,339
458,1468239,339
459,1468240,291
460,1468240,291
461,1468241,245
462,1468241,245
463,1468242,195
464,1468242,195
465,1468243,150
466,1468243,150
467,1468244,110
468,1468244,110
469,1468245,74
470,1468245,74
471,1468246,43
472,1468246,43
473,1468247,31
474,1469415,687
475,1469416,640
476,1469416,640
477,1469417,590
