regimen_rampa,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
rampa suave (<0.1),1351253,41.216918779130374,24.810107407359475,24.15893629423032,0.9795613836668613,-0.661295459241104
rampa moderada (0.1-0.25),370874,92.59660836581352,108.00882087518987,70.70859015445852,0.871149634428967,0.14269401688206562
rampa fuerte (>0.25),220879,160.56911265370496,210.86812295352166,119.9134197546711,0.47391113714502475,0.238533020521567
