regimen_rampa,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
rampa suave (<0.1),4206667,40.68259267055385,23.47144304863572,24.371485940598518,0.9798826497271373,-0.7332804202219059
rampa moderada (0.1-0.25),1194435,88.49218943902261,102.97442406077026,67.9260789511773,0.8759994050808203,0.1406391417465076
rampa fuerte (>0.25),780701,153.76736920869135,207.53000058221585,116.54267635883753,0.5476431827267414,0.2590595635459737
