nodo_id,n,RMSE_modelo,RMSE_persistence,R2_modelo,skill
1409,4125,74.19412727536483,81.77028994951085,0.9343833923681397,0.09265177705525962
1410,4123,78.3758283566956,85.67296445465084,0.9273475172384337,0.08517431542616705
1411,4124,81.92605985478119,89.9918602319399,0.919487873410881,0.08962811032431572
1412,4123,83.49129920643608,91.42184763844838,0.9160118714414898,0.08674675295751766
1413,4125,81.09160198268351,88.80284493020687,0.9221272742059646,0.08683553948732026
1414,4123,81.1347815377102,89.38153660480626,0.9228558976738256,0.09226463742236235
1415,4124,80.25242908342058,88.53454063687929,0.9252634413284604,0.09354667109447645
1463,4125,74.90912233493921,81.99821502609694,0.9345600847588297,0.08645423182567502
1464,4124,77.04890082341647,84.54191132612375,0.9283793328746103,0.08863072037492381
1465,4122,82.76197907693587,91.28077872207122,0.9185299464951344,0.09332522974056912
1466,4123,82.75983086906284,91.25114944116699,0.9163492765672343,0.09305437382549153
1467,4123,81.44390107786957,89.7289350609175,0.9181764286785433,0.09233402778516386
1468,4124,78.95687800798578,86.94036193917844,0.9259762272084991,0.09182713015132993
1469,4122,80.03180297484211,88.87511628131263,0.9254731718933105,0.09950269182747573
1470,4124,78.40500723625398,86.31618095313223,0.928963355460942,0.09165342615394256
1471,4124,78.40499539023307,87.75396138965344,0.9289443055344552,0.10653611359956972
1517,4126,74.3110693357901,81.74735274009238,0.9361070293072709,0.09096665708485041
1518,4125,75.09506255885411,82.02388786722403,0.9339007266763981,0.08447326124782017
1519,4124,76.9923714371514,84.17628961533534,0.9284030461720341,0.08534372578088967
1520,4122,80.053925133151,87.64157852115052,0.9229965790312384,0.08657595534028861
1521,4123,81.12193059622619,88.34771412800623,0.920476325963102,0.08178800779509321
1522,4124,82.00423250746698,90.12189972715173,0.9208610999354458,0.0900743020759811
1523,4124,80.21340294555326,87.63529823704758,0.9245959473434516,0.08469070615151664
1524,4124,79.06208941615921,86.42101627088047,0.9265721974363735,0.08515205180711172
1525,4124,75.0002902121367,82.12235281542993,0.9353002763582317,0.0867250189397285
1526,4123,77.52157327162892,85.9171562254343,0.9306494610528174,0.09771718854121014
1527,4124,77.26673847246607,86.13654353418842,0.9306374231669211,0.10297377509932049
1570,4124,76.21752216988976,83.62291482748041,0.9333385118741053,0.08855697834580945
1571,4125,74.83659221887366,81.5780515633728,0.9353799352263885,0.08263815101372118
1572,4125,74.21570347409649,80.44568499854557,0.9358318971264447,0.07744332743964732
1573,4125,75.94751333242067,82.51354308993687,0.9317019463263582,0.07957517653022683
1574,4122,78.92461018586332,85.8852199209127,0.9267111512737141,0.0810454900326163
1575,4123,82.00664482110791,90.07658134950024,0.9201280707349044,0.0895897291781168
1576,4124,77.19019083058207,83.7827925640833,0.9308854241219199,0.07868682257706694
1577,4124,78.0380705544351,84.39098266723983,0.9292719790028846,0.07527951342686401
1578,4125,78.00018363587054,84.12230169826596,0.9295296161316605,0.07277639744516895
1579,4124,74.7187845934992,80.59198706366213,0.9355130384591528,0.07287576202238955
1580,4123,73.35886721405572,80.47023877539011,0.9378140402656421,0.08837269119063729
1581,4124,74.52725675448623,82.23806488164931,0.9356312365004497,0.09376203268230932
1582,4124,74.57409400131755,82.62939584357146,0.9346957974068865,0.09748712017093386
1624,4123,78.75432324157734,86.45447141533307,0.9292837911120887,0.0890659331749738
1625,4124,77.03722536803953,84.5150527379882,0.931655748225056,0.08847923686602044
1626,4124,76.59514544491242,83.69449493496643,0.9322370992809954,0.08482456935274485
1627,4124,78.052265619158,85.50763710245836,0.9290955502033413,0.0871895392731652
1628,4124,81.68871519119953,90.09959478216942,0.9200276742446561,0.09335091474389612
1629,4123,82.4894419624981,89.4303287796137,0.9199149408405408,0.07761222520181343
1630,4123,78.4255702849799,84.76818028163689,0.928070119379841,0.07482300523125629
1631,4123,77.00479355368606,82.7429473798044,0.9309553792053523,0.06934915914681206
1632,4125,74.7924084900191,80.51282650574562,0.9355104308084414,0.0710497726137872
1633,4124,72.81528590115963,78.220080800873,0.9389187221348736,0.06909728095874146
1634,4124,73.07053717829332,79.78442551304356,0.938286381687433,0.08415036257486896
1635,4124,73.18525873219785,80.72428822577336,0.9381327095375513,0.09339233159281646
1636,4124,74.36108184952275,81.98436692057615,0.9359922895557378,0.09298461837777683
1677,4124,76.93158235792662,84.89017523771518,0.9316859744552375,0.09375163683550403
1678,4123,80.44762847121252,88.52153879202925,0.9258217282529599,0.09120842713529198
1679,4122,78.5856593470346,85.95887020263099,0.9293979049411913,0.08577603263299649
1680,4125,81.49076362189517,90.16527386798425,0.920537135104079,0.09620677533558974
1681,4125,81.28941195968416,88.55267372554414,0.9227046900424221,0.08202193632652333
1682,4123,77.22705557647126,83.31799072453263,0.9317312830556909,0.07310468117503377
1683,4123,77.43203108690311,83.22298125495634,0.930667570515129,0.06958354628407826
1684,4122,75.59809207101834,81.59067771390608,0.9336982988386127,0.07344694039557387
1685,4124,75.51388018036711,81.40590875673509,0.9337710254980217,0.0723783895586142
1686,4124,73.56862777216679,79.84392675235947,0.9370933534699177,0.07859456862205527
1687,4124,73.04359966076001,79.95872708405375,0.9381773629112462,0.08648371072771655
1688,4122,74.19372017515197,81.62743722957956,0.936546223269475,0.09106885266433196
1689,4124,75.3858639254592,83.14175790936194,0.934090031118578,0.09328518158538246
1730,4123,79.95759306885485,89.27860672840117,0.9247710671372951,0.10440366400320555
1731,4123,81.92800457320078,90.97981914504783,0.9215152413608121,0.09949255402910695
1732,4122,81.72501591056563,90.69754792340476,0.9235463389191912,0.09892805503867141
1733,4125,87.58842615816313,95.5286120811004,0.9079781893715728,0.08311840557461814
