regimen_rampa,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
rampa suave (<0.1),408158,40.042105739075346,23.693419170412103,25.321876792939864,0.9802857880070676,-0.6900095951148821
rampa moderada (0.1-0.25),112163,93.0593489448621,101.93266081488122,72.64624262387065,0.865684461404907,0.08705072347845255
rampa fuerte (>0.25),73305,168.42536679911876,203.61999504841484,126.03883261284133,0.404274420596331,0.1728446572298945
