regimen_nubosidad,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
cubierto (kt<0.3),40469,147.79983367292024,141.39993945569697,109.34876531485811,-4.095420943647299,-0.04526094029360217
parcial (0.3-0.7),104991,112.6763125465802,127.59236531283705,79.64784450157497,0.5643136604935988,0.11690395996410086
despejado (kt>=0.7),448310,57.5383710769925,65.36645559253958,33.06695426486449,0.9565676562408656,0.11975690657519023
