regimen_rampa,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
rampa suave (<0.1),2818,39.31085730741507,23.28554089561493,24.83980036560232,0.9808727579969957,-0.6882088968273863
rampa moderada (0.1-0.25),817,94.10421739284583,97.16309425260849,72.17577318403974,0.8620441582360423,0.03148187985666728
rampa fuerte (>0.25),487,173.59886020409624,204.96054651490658,130.00198846773935,0.3837203837622798,0.153013283990875
