regimen_nubosidad,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
cubierto (kt<0.3),286,144.0128473611681,135.64238066924193,104.24698397496364,-3.7612403621295787,-0.06170981849940538
parcial (0.3-0.7),708,115.35339676289685,127.54050618750331,79.73382610116302,0.5281034808136391,0.09555481461465754
despejado (kt>=0.7),3129,59.06113151928561,64.2596944145152,33.88922389668373,0.9535344253758864,0.08089927819599652
