regimen_rampa,n,RMSE_modelo,RMSE_persistence,MAE_modelo,R2_modelo,skill
rampa suave (<0.1),408158,39.475733698217894,23.693419170412103,24.13260017957451,0.9808395357685595,-0.6661054031203082
rampa moderada (0.1-0.25),112163,88.67769947470074,101.93266081488122,68.27514436727634,0.8780350410297779,0.1300364498897234
rampa fuerte (>0.25),73305,159.2581154531504,203.61999504841484,117.66678171341924,0.4673592501153826,0.2178660282587498
